RA_Decl,RA,Decl,Box_Offs_Rel_SUBJ_Cntr,Box_Obsv_Done,Search_Box_Center_DECaLS_DR8_URL,DECaLS_DR8_URL,Category,Observation_Included_In_Corresponding_PNG,Category_Descrption,Working Notes,GALEX_Highest_Color__Violet_White_Blue_Green_Yellow_grAy_browN__At-DECaLS-Contrast-0.9_DECaLS-Brightness-3-upward,DR8_Core_Color,DR8_Periphery_Color,DR_8_Resids_Features,DR_8_Resids_Core_Heatmap_Colors,DR_8_Resids_Outer_Mode_Heatmap_Colors,NED_Search_URL,Separator,NED_Nearest_Obj_ID,NED Redshift,NED_Search_Mag,Search_Box_Addr,matplotlib_color,Search_Box_Center_RA_Decl
"218.7771, -2.5462",218.7771,-2.5462,"(3, -3)",Y,http://www.legacysurvey.org/viewer?ra=218.7833&dec=-2.5395&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7771&dec=-2.5462&layer=dr8&zoom=15,CoredOval,Y,,,W,Orange-White,Blue,Core Dot,Red Dot,Foreground,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7771d%20-2.5462d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,,,,"(10, 3)",,"(218.7833, -2.5395)"
"218.7707, -2.5633",218.7707,-2.5633,"(3, -4)",Y,http://www.legacysurvey.org/viewer?ra=218.7833&dec=-2.5712&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7707&dec=-2.5633&layer=dr8&zoom=15,Smear,Y,,,B,Purple,,Noise,,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7707d%20-2.5633d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,,,,,"(10, 2)",,"(218.7833, -2.5712)"
"218.7734, -2.5614",218.7734,-2.5614,"(3, -4)",Y,http://www.legacysurvey.org/viewer?ra=218.7833&dec=-2.5712&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7734&dec=-2.5614&layer=dr8&zoom=15,Speck,Y,,,G,Blue,,Noise,,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7734d%20-2.5614d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,,,,"(10, 2)",,"(218.7833, -2.5712)"
"218.7792, -2.5699",218.7792,-2.5699,"(3, -4)",Y,http://www.legacysurvey.org/viewer?ra=218.7833&dec=-2.5712&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7792&dec=-2.5699&layer=dr8&zoom=15,Spot,Y,,,A,Blue,,Noise,,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7792d%20-2.5699d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,,,,"(10, 2)",,"(218.7833, -2.5712)"
"218.7823, -2.5740",218.7823,-2.574,"(3, -4)",Y,http://www.legacysurvey.org/viewer?ra=218.7833&dec=-2.5712&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7823&dec=-2.574&layer=dr8&zoom=15,Splat,Y,,,A,Purple,,Noise,,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7823d%20-2.574d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,,,,,"(10, 2)",,"(218.7833, -2.5712)"
"218.7835, -2.5584",218.7835,-2.5584,"(3, -4)",Y,http://www.legacysurvey.org/viewer?ra=218.7833&dec=-2.5712&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7835&dec=-2.5584&layer=dr8&zoom=15,Speck,Y,,,B,Blue,,Noise,,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7835d%20-2.5584d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,,,,"(10, 2)",,"(218.7833, -2.5712)"
"218.7923, -2.5723",218.7923,-2.5723,"(3, -4)",Y,http://www.legacysurvey.org/viewer?ra=218.7833&dec=-2.5712&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7923&dec=-2.5723&layer=dr8&zoom=15,Splat,Y,,,Y,Yellow,Blue,Core Dot,Gray,Noise,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7923d%20-2.5723d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,,,,,"(10, 2)",,"(218.7833, -2.5712)"
"218.7956, -2.5590",218.7956,-2.559,"(3, -4)",Y,http://www.legacysurvey.org/viewer?ra=218.7833&dec=-2.5712&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7956&dec=-2.559&layer=dr8&zoom=15,Spot,Y,,,Y,Purple,,Noise,,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7956d%20-2.559d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,,,,"(10, 2)",,"(218.7833, -2.5712)"
"218.7956, -2.5701",218.7956,-2.5701,"(3, -4)",Y,http://www.legacysurvey.org/viewer?ra=218.7833&dec=-2.5712&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7956&dec=-2.5701&layer=dr8&zoom=15,Splat,Y,,,G,Orange,,Noise,,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7956d%20-2.5701d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,,,,,"(10, 2)",,"(218.7833, -2.5712)"
"218.7665, -2.5981",218.7665,-2.5981,"(3, -5)",,http://www.legacysurvey.org/viewer?ra=218.7833&dec=-2.6029&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7665&dec=-2.5981&layer=dr8&zoom=15,Spot,Y,,,B,Orange,,Black Area,Blue,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7665d%20-2.5981d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,,,,"(10, 1)",,"(218.7833, -2.6029)"
"218.7675, -2.6063",218.7675,-2.6063,"(3, -5)",,http://www.legacysurvey.org/viewer?ra=218.7833&dec=-2.6029&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7675&dec=-2.6063&layer=dr8&zoom=15,Round,Y,,One of a group of 10+ large Yellow and small Orange low-to-no UV galaxies companions  at what seems to be the base of the coils,,Yellow,Orange,Dot,Orange,Black,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7675d%20-2.6063d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,,,,,"(10, 1)",,"(218.7833, -2.6029)"
"218.7675, -2.6061",218.7678,-2.6054,"(3, -5)",,http://www.legacysurvey.org/viewer?ra=218.7833&dec=-2.6029&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7678&dec=-2.6054&layer=dr8&zoom=15,CoredOval,Y,,One of a group of 10+ large Yellow and small Orange low-to-no UV galaxies companions  at what seems to be the base of the coils,B,Yellow,Orange,Large Dot,Orange,Black,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7678d%20-2.6054d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,,,,,"(10, 1)",,"(218.7833, -2.6029)"
"218.7683, -2.6186",218.7683,-2.6186,"(3, -5)",,http://www.legacysurvey.org/viewer?ra=218.7833&dec=-2.6029&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7683&dec=-2.6186&layer=dr8&zoom=15,Speck,Y,,,G,Blue,,Noise,,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7683d%20-2.6186d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,,,,"(10, 1)",,"(218.7833, -2.6029)"
"218.7696, -2.6054",218.7696,-2.6054,"(3, -5)",,http://www.legacysurvey.org/viewer?ra=218.7833&dec=-2.6029&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7696&dec=-2.6054&layer=dr8&zoom=15,Round,Y,,One of a group of 10+ large Yellow and small Orange low-to-no UV galaxies companions  at what seems to be the base of the coils,B,Yellow,Orange,Dot,Red,Black,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7696d%20-2.6054d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,,,,,"(10, 1)",,"(218.7833, -2.6029)"
"218.7697, -2.6055",218.7697,-2.6055,"(3, -5)",,http://www.legacysurvey.org/viewer?ra=218.7833&dec=-2.6029&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7697&dec=-2.6055&layer=dr8&zoom=15,Round,Y,,One of a group of 10+ large Yellow and small Orange low-to-no UV galaxies companions  at what seems to be the base of the coils,N,Yellow,Orange,Dot,Red,Black,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7697d%20-2.6055d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,,,,,"(10, 1)",,"(218.7833, -2.6029)"
"218.7702, -2.6087",218.7702,-2.6087,"(3, -5)",,http://www.legacysurvey.org/viewer?ra=218.7833&dec=-2.6029&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7702&dec=-2.6087&layer=dr8&zoom=15,Oval,Y,,,G,Orange,,Dot,Red,Black,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7702d%20-2.6087d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,,,,,"(10, 1)",,"(218.7833, -2.6029)"
"218.7702, -2.6087",218.7702,-2.6087,"(3, -5)",,http://www.legacysurvey.org/viewer?ra=218.7833&dec=-2.6029&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7702&dec=-2.6087&layer=dr8&zoom=15,Splat,Y,,One of a group of 10+ large Yellow and small Orange low-to-no UV galaxies companions  at what seems to be the base of the coils,W,Orange,,Dots,Red,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7702d%20-2.6087d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,,SDSS J143504.83-023631.4,,,"(10, 1)",,"(218.7833, -2.6029)"
"218.7742, -2.6051",218.7742,-2.6051,"(3, -5)",,http://www.legacysurvey.org/viewer?ra=218.7833&dec=-2.6029&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7742&dec=-2.6051&layer=dr8&zoom=15,Splat,Y,,One of a group of 10+ large Yellow and small Orange low-to-no UV galaxies companions  at what seems to be the base of the coils,None,Orange,,Noise,,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7742d%20-2.6051d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,,,,,"(10, 1)",,"(218.7833, -2.6029)"
"218.7747, -2.6062",218.7747,-2.6062,"(3, -5)",,http://www.legacysurvey.org/viewer?ra=218.7833&dec=-2.6029&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7747&dec=-2.6062&layer=dr8&zoom=15,Oval,Y,,One of a group of 10+ large Yellow and small Orange low-to-no UV galaxies companions  at what seems to be the base of the coils,None,Orange,Green,Noise,,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7747d%20-2.6062d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,,,,,"(10, 1)",,"(218.7833, -2.6029)"
"218.7770, -2.5997",218.77700000000002,-2.5997,"(3, -5)",,http://www.legacysurvey.org/viewer?ra=218.7833&dec=-2.6029&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.77700000000002&dec=-2.5997&layer=dr8&zoom=15,Splat,Y,,,W,Purple,Green,Noise,,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.77700000000002d%20-2.5997d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,,,,,"(10, 1)",,"(218.7833, -2.6029)"
"218.7810, -2.6098",218.78099999999998,-2.6098,"(3, -5)",,http://www.legacysurvey.org/viewer?ra=218.7833&dec=-2.6029&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.78099999999998&dec=-2.6098&layer=dr8&zoom=15,Splat,Y,,,A,Green,,Noise,,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.78099999999998d%20-2.6098d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,,,,,"(10, 1)",,"(218.7833, -2.6029)"
"218.7843, -2.6026",218.7843,-2.6026,"(3, -5)",,http://www.legacysurvey.org/viewer?ra=218.7833&dec=-2.6029&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7843&dec=-2.6026&layer=dr8&zoom=15,Folded Bar and Nucleus,Y,,Tidally Distorted; Resids suggest overlaps,B,Yellow,Purple-Yellow,Large Dot,Red,"Double Folded Bar, Blue, Green",https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7843d%20-2.6026d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,,,,"(10, 1)",,"(218.7833, -2.6029)"
